transaction_id,order_id,merchant_id,customer_id,transaction_date,transaction_timestamp,transaction_status,payment_method,order_amount,customer_paid_amount,merchant_received_amount,tabby_fee_amount,installment_plan,first_installment_amount,subsequent_installment_amount,authorization_to_capture_hours,capture_to_settlement_hours,risk_score,is_fraudulent
TXN_00044244,ORD_00044244,MERCH_0034,CUST_002781,2024-05-10,2024-05-10 19:49:45,settled,card,73.39,73.39,70.12,3.27,,,,0.18,10.93,0.503,False
TXN_00044245,ORD_00044245,MERCH_0003,CUST_000648,2024-03-02,2024-03-02 22:34:56,failed,bnpl_4installments,50.0,50.0,48.95,1.05,4.0,12.5,12.5,,,0.277,False
TXN_00044246,ORD_00044246,MERCH_0033,CUST_002042,2024-03-11,2024-03-11 19:40:45,settled,bnpl_4installments,132.69,132.69,130.01,2.68,4.0,33.17,33.17,1.45,46.52,0.344,False
TXN_00044247,ORD_00044247,MERCH_0028,CUST_003377,2024-04-11,2024-04-11 19:34:25,settled,bnpl_4installments,523.36,523.36,500.28,23.08,4.0,130.84,130.84,1.24,38.35,0.121,False
TXN_00044248,ORD_00044248,MERCH_0034,CUST_000810,2024-01-01,2024-01-01 12:23:37,settled,bnpl_4installments,521.29,521.29,498.09,23.2,4.0,130.32,130.32,1.46,14.95,0.184,False
TXN_00044249,ORD_00044249,MERCH_0031,CUST_003293,2024-04-09,2024-04-09 09:33:27,settled,bnpl_4installments,131.84,131.84,126.14,5.7,4.0,32.96,32.96,0.42,8.25,0.106,False
TXN_00044250,ORD_00044250,MERCH_0031,CUST_001826,2024-02-16,2024-02-16 09:11:35,settled,bnpl_4installments,141.32,141.32,135.21,6.11,4.0,35.33,35.33,1.8,7.28,0.317,False
TXN_00044251,ORD_00044251,MERCH_0029,CUST_000630,2024-01-19,2024-01-19 08:23:42,settled,bnpl_3installments,196.99,196.99,192.62,4.37,3.0,65.66,65.66,0.14,34.72,0.209,False
TXN_00044252,ORD_00044252,MERCH_0004,CUST_004534,2024-02-25,2024-02-25 14:18:54,settled,bnpl_4installments,166.97,166.97,159.07,7.9,4.0,41.74,41.74,1.76,3.24,0.218,False
TXN_00044253,ORD_00044253,MERCH_0003,CUST_004796,2024-04-22,2024-04-22 20:48:40,settled,bnpl_4installments,83.5,83.5,81.75,1.75,4.0,20.88,20.88,0.64,19.61,0.069,False
TXN_00044254,ORD_00044254,MERCH_0032,CUST_000303,2024-01-25,2024-01-25 08:49:13,settled,card,50.0,50.0,48.7,1.3,,,,0.67,2.83,0.124,False
TXN_00044255,ORD_00044255,MERCH_0007,CUST_002676,2024-05-21,2024-05-21 22:06:56,settled,bnpl_4installments,189.86,189.86,184.28,5.58,4.0,47.47,47.47,1.02,30.13,0.275,False
TXN_00044256,ORD_00044256,MERCH_0007,CUST_001088,2024-03-21,2024-03-21 08:19:37,failed,card,141.62,141.62,137.46,4.16,,,,,,0.233,False
TXN_00044257,ORD_00044257,MERCH_0011,CUST_002968,2024-06-17,2024-06-17 13:17:49,failed,bnpl_3installments,168.96,168.96,160.66,8.3,3.0,56.32,56.32,,,0.137,False
TXN_00044258,ORD_00044258,MERCH_0010,CUST_001456,2024-01-14,2024-01-14 19:32:50,settled,bnpl_4installments,62.1,62.1,60.52,1.58,4.0,15.53,15.53,1.37,42.43,0.212,False
TXN_00044259,ORD_00044259,MERCH_0019,CUST_003377,2024-02-02,2024-02-02 08:15:53,settled,card,72.08,72.08,70.54,1.54,,,,1.48,3.5,0.184,False
TXN_00044260,ORD_00044260,MERCH_0016,CUST_003718,2024-03-01,2024-03-01 08:06:54,settled,card,180.3,180.3,171.7,8.6,,,,0.41,37.13,0.223,False
TXN_00044261,ORD_00044261,MERCH_0007,CUST_002635,2024-04-08,2024-04-08 19:02:41,settled,bnpl_4installments,2845.73,2845.73,2762.07,83.66,4.0,711.43,711.43,1.0,32.08,0.302,False
TXN_00044262,ORD_00044262,MERCH_0023,CUST_001234,2024-02-23,2024-02-23 13:20:07,settled,bnpl_3installments,64.22,64.22,61.34,2.88,3.0,21.41,21.41,0.85,43.17,0.644,False
TXN_00044263,ORD_00044263,MERCH_0030,CUST_001579,2024-06-04,2024-06-04 15:24:13,settled,bnpl_4installments,149.98,149.98,142.54,7.44,4.0,37.49,37.49,1.87,13.76,0.354,False
TXN_00044264,ORD_00044264,MERCH_0012,CUST_001825,2024-05-09,2024-05-09 22:24:39,settled,bnpl_4installments,137.67,137.67,131.71,5.96,4.0,34.42,34.42,1.6,15.99,0.455,False
TXN_00044265,ORD_00044265,MERCH_0035,CUST_003430,2024-02-26,2024-02-26 22:01:12,settled,card,91.74,91.74,87.96,3.78,,,,1.09,20.55,0.0,False
TXN_00044266,ORD_00044266,MERCH_0038,CUST_002171,2024-05-10,2024-05-10 21:18:50,settled,bnpl_3installments,283.0,283.0,276.72,6.28,3.0,94.33,94.33,1.88,8.01,0.091,False
TXN_00044267,ORD_00044267,MERCH_0015,CUST_000061,2024-03-05,2024-03-05 13:47:08,settled,bnpl_4installments,50.0,50.0,48.1,1.9,4.0,12.5,12.5,1.87,40.01,0.369,False
TXN_00044268,ORD_00044268,MERCH_0039,CUST_002136,2024-04-22,2024-04-22 17:56:38,settled,bnpl_4installments,63.45,63.45,61.5,1.95,4.0,15.86,15.86,0.5,47.09,0.299,True
TXN_00044269,ORD_00044269,MERCH_0025,CUST_000104,2024-02-22,2024-02-22 17:50:54,settled,bnpl_4installments,50.0,50.0,48.58,1.42,4.0,12.5,12.5,0.15,15.49,0.765,True
TXN_00044270,ORD_00044270,MERCH_0040,CUST_003173,2024-04-05,2024-04-05 19:07:17,settled,bnpl_4installments,475.13,475.13,463.96,11.17,4.0,118.78,118.78,1.04,41.41,0.209,False
TXN_00044271,ORD_00044271,MERCH_0029,CUST_002838,2024-04-06,2024-04-06 22:31:14,settled,bnpl_4installments,50.0,50.0,48.89,1.11,4.0,12.5,12.5,1.78,6.8,0.693,False
TXN_00044272,ORD_00044272,MERCH_0026,CUST_004953,2024-03-28,2024-03-28 08:05:48,authorized,bnpl_4installments,140.13,140.13,135.04,5.09,4.0,35.03,35.03,,,0.517,False
TXN_00044273,ORD_00044273,MERCH_0038,CUST_000196,2024-03-09,2024-03-09 13:15:29,settled,bnpl_4installments,170.51,170.51,166.72,3.79,4.0,42.63,42.63,0.3,22.14,0.414,False
TXN_00044274,ORD_00044274,MERCH_0029,CUST_000449,2024-03-10,2024-03-10 13:42:01,settled,card,80.18,80.18,78.4,1.78,,,,0.39,40.28,0.175,False
TXN_00044275,ORD_00044275,MERCH_0038,CUST_000454,2024-04-02,2024-04-02 15:56:22,settled,bnpl_3installments,92.54,92.54,90.49,2.05,3.0,30.85,30.85,0.28,39.54,0.277,False
TXN_00044276,ORD_00044276,MERCH_0032,CUST_004411,2024-04-03,2024-04-03 14:49:22,settled,bnpl_4installments,179.59,179.59,174.92,4.67,4.0,44.9,44.9,1.69,7.11,0.27,False
TXN_00044277,ORD_00044277,MERCH_0015,CUST_001427,2024-01-15,2024-01-15 09:16:59,settled,bnpl_4installments,384.49,384.49,369.92,14.57,4.0,96.12,96.12,0.57,15.92,0.315,False
TXN_00044278,ORD_00044278,MERCH_0002,CUST_001677,2024-02-23,2024-02-23 08:01:15,settled,bnpl_4installments,50.0,50.0,48.26,1.74,4.0,12.5,12.5,0.79,8.37,0.405,False
TXN_00044279,ORD_00044279,MERCH_0007,CUST_002448,2024-02-05,2024-02-05 22:56:26,settled,card,69.47,69.47,67.43,2.04,,,,0.6,38.55,0.422,False
TXN_00044280,ORD_00044280,MERCH_0033,CUST_001120,2024-03-27,2024-03-27 13:33:10,settled,bnpl_4installments,920.85,920.85,902.25,18.6,4.0,230.21,230.21,1.98,15.44,0.029,False
TXN_00044281,ORD_00044281,MERCH_0039,CUST_001077,2024-04-09,2024-04-09 17:09:50,settled,card,76.49,76.49,74.13,2.36,,,,1.21,30.7,0.229,False
TXN_00044282,ORD_00044282,MERCH_0009,CUST_001273,2024-03-18,2024-03-18 16:52:32,settled,card,278.1,278.1,267.98,10.12,,,,0.34,44.29,0.636,False
TXN_00044283,ORD_00044283,MERCH_0036,CUST_004003,2024-04-13,2024-04-13 22:19:28,settled,bnpl_4installments,50.0,50.0,47.9,2.1,4.0,12.5,12.5,1.39,42.01,0.393,False
TXN_00044284,ORD_00044284,MERCH_0011,CUST_000808,2024-06-21,2024-06-21 09:02:58,settled,bnpl_3installments,207.62,207.62,197.43,10.19,3.0,69.21,69.21,0.19,39.11,0.129,False
TXN_00044285,ORD_00044285,MERCH_0004,CUST_001273,2024-03-15,2024-03-15 11:38:53,settled,bnpl_3installments,107.43,107.43,102.35,5.08,3.0,35.81,35.81,1.61,23.32,0.331,False
TXN_00044286,ORD_00044286,MERCH_0006,CUST_002796,2024-02-04,2024-02-04 19:19:49,settled,card,914.01,914.01,877.54,36.47,,,,1.75,12.29,0.142,False
TXN_00044287,ORD_00044287,MERCH_0019,CUST_000879,2024-04-06,2024-04-06 13:59:24,settled,bnpl_4installments,67.83,67.83,66.38,1.45,4.0,16.96,16.96,0.11,39.19,0.601,False
TXN_00044288,ORD_00044288,MERCH_0028,CUST_002845,2024-04-20,2024-04-20 09:35:17,captured,bnpl_3installments,133.55,133.55,127.66,5.89,3.0,44.52,44.52,0.73,,0.394,False
TXN_00044289,ORD_00044289,MERCH_0034,CUST_002595,2024-03-01,2024-03-01 14:58:54,settled,card,109.13,109.13,104.27,4.86,,,,1.55,1.28,0.427,False
TXN_00044290,ORD_00044290,MERCH_0034,CUST_000191,2024-03-17,2024-03-17 15:20:39,settled,card,51.77,51.77,49.47,2.3,,,,1.33,2.27,0.412,False
TXN_00044291,ORD_00044291,MERCH_0035,CUST_002644,2024-06-06,2024-06-06 12:31:03,settled,bnpl_4installments,348.13,348.13,333.79,14.34,4.0,87.03,87.03,0.15,11.87,0.307,False
TXN_00044292,ORD_00044292,MERCH_0014,CUST_004694,2024-05-29,2024-05-29 17:06:48,settled,card,195.37,195.37,186.23,9.14,,,,1.11,7.51,0.249,False
TXN_00044293,ORD_00044293,MERCH_0024,CUST_000416,2024-06-07,2024-06-07 22:19:03,settled,bnpl_3installments,50.0,50.0,48.46,1.54,3.0,16.67,16.67,0.37,19.97,0.464,False
TXN_00044294,ORD_00044294,MERCH_0007,CUST_000602,2024-05-12,2024-05-12 20:40:28,settled,bnpl_3installments,224.74,224.74,218.13,6.61,3.0,74.91,74.91,1.13,21.44,0.259,False
TXN_00044295,ORD_00044295,MERCH_0018,CUST_000666,2024-01-16,2024-01-16 09:32:24,settled,bnpl_4installments,63.89,63.89,62.24,1.65,4.0,15.97,15.97,1.87,20.91,0.576,False
TXN_00044296,ORD_00044296,MERCH_0021,CUST_004641,2024-03-27,2024-03-27 08:27:17,settled,bnpl_4installments,114.02,114.02,110.41,3.61,4.0,28.5,28.5,1.08,43.48,0.441,False
TXN_00044297,ORD_00044297,MERCH_0033,CUST_003518,2024-03-12,2024-03-12 08:40:37,failed,card,70.45,70.45,69.03,1.42,,,,,,0.143,False
TXN_00044298,ORD_00044298,MERCH_0020,CUST_000262,2024-02-29,2024-02-29 11:47:12,settled,bnpl_3installments,106.72,106.72,103.54,3.18,3.0,35.57,35.57,0.72,10.62,0.071,False
TXN_00044299,ORD_00044299,MERCH_0031,CUST_002305,2024-04-06,2024-04-06 10:37:17,settled,card,209.45,209.45,200.4,9.05,,,,1.4,34.68,0.339,False
TXN_00044300,ORD_00044300,MERCH_0034,CUST_001597,2024-02-21,2024-02-21 19:56:48,settled,card,103.78,103.78,99.16,4.62,,,,1.63,6.72,0.053,False
TXN_00044301,ORD_00044301,MERCH_0031,CUST_002636,2024-02-19,2024-02-19 22:02:33,captured,card,50.0,50.0,47.84,2.16,,,,0.21,,0.217,False
TXN_00044302,ORD_00044302,MERCH_0029,CUST_002734,2024-06-08,2024-06-08 14:29:46,failed,bnpl_3installments,115.92,115.92,113.35,2.57,3.0,38.64,38.64,,,0.694,False
TXN_00044303,ORD_00044303,MERCH_0029,CUST_003263,2024-05-17,2024-05-17 18:56:01,authorized,bnpl_4installments,252.02,252.02,246.43,5.59,4.0,63.01,63.01,,,0.498,False
TXN_00044304,ORD_00044304,MERCH_0013,CUST_003196,2024-03-22,2024-03-22 15:25:27,settled,bnpl_3installments,110.37,110.37,105.05,5.32,3.0,36.79,36.79,0.33,10.85,0.618,False
TXN_00044305,ORD_00044305,MERCH_0010,CUST_001217,2024-03-31,2024-03-31 17:24:02,settled,bnpl_3installments,56.01,56.01,54.58,1.43,3.0,18.67,18.67,1.17,27.23,0.463,False
TXN_00044306,ORD_00044306,MERCH_0005,CUST_000972,2024-01-25,2024-01-25 12:22:38,settled,bnpl_4installments,116.94,116.94,113.69,3.25,4.0,29.23,29.23,1.45,43.9,0.324,False
TXN_00044307,ORD_00044307,MERCH_0023,CUST_004598,2024-01-23,2024-01-23 08:44:08,settled,bnpl_4installments,50.0,50.0,47.76,2.24,4.0,12.5,12.5,1.2,9.36,0.429,False
TXN_00044308,ORD_00044308,MERCH_0005,CUST_002723,2024-03-06,2024-03-06 14:46:40,settled,bnpl_4installments,50.0,50.0,48.61,1.39,4.0,12.5,12.5,0.56,38.32,0.346,False
TXN_00044309,ORD_00044309,MERCH_0021,CUST_001875,2024-03-31,2024-03-31 08:53:07,captured,bnpl_4installments,50.0,50.0,48.42,1.58,4.0,12.5,12.5,1.11,,0.601,False
TXN_00044310,ORD_00044310,MERCH_0012,CUST_004962,2024-02-28,2024-02-28 13:15:19,settled,bnpl_4installments,73.08,73.08,69.92,3.16,4.0,18.27,18.27,1.82,30.44,0.224,False
TXN_00044311,ORD_00044311,MERCH_0028,CUST_000938,2024-04-26,2024-04-26 13:00:05,authorized,bnpl_4installments,549.83,549.83,525.58,24.25,4.0,137.46,137.46,,,0.474,False
TXN_00044312,ORD_00044312,MERCH_0005,CUST_003330,2024-03-13,2024-03-13 21:07:44,settled,bnpl_3installments,360.12,360.12,350.11,10.01,3.0,120.04,120.04,1.75,32.95,0.274,False
TXN_00044313,ORD_00044313,MERCH_0028,CUST_000431,2024-02-29,2024-02-29 16:00:45,captured,bnpl_3installments,479.81,479.81,458.65,21.16,3.0,159.94,159.94,1.72,,0.263,False
TXN_00044314,ORD_00044314,MERCH_0006,CUST_002144,2024-02-03,2024-02-03 21:07:34,failed,bnpl_4installments,66.82,66.82,64.15,2.67,4.0,16.7,16.7,,,0.207,False
TXN_00044315,ORD_00044315,MERCH_0026,CUST_003491,2024-01-09,2024-01-09 19:25:29,settled,bnpl_4installments,52.24,52.24,50.34,1.9,4.0,13.06,13.06,0.58,46.67,0.031,False
TXN_00044316,ORD_00044316,MERCH_0018,CUST_001120,2024-03-22,2024-03-22 09:20:35,settled,card,300.75,300.75,292.96,7.79,,,,1.12,22.45,0.0,False
TXN_00044317,ORD_00044317,MERCH_0016,CUST_001209,2024-03-05,2024-03-05 10:43:05,settled,card,83.13,83.13,79.16,3.97,,,,0.8,2.76,0.234,False
TXN_00044318,ORD_00044318,MERCH_0009,CUST_003294,2024-05-15,2024-05-15 10:56:06,settled,card,413.18,413.18,398.14,15.04,,,,0.3,34.13,0.186,False
TXN_00044319,ORD_00044319,MERCH_0033,CUST_001750,2024-05-28,2024-05-28 08:03:49,settled,bnpl_4installments,98.55,98.55,96.56,1.99,4.0,24.64,24.64,1.77,4.89,0.417,False
TXN_00044320,ORD_00044320,MERCH_0017,CUST_002887,2024-02-06,2024-02-06 10:54:21,settled,bnpl_4installments,50.0,50.0,48.86,1.14,4.0,12.5,12.5,1.0,30.92,0.498,False
TXN_00044321,ORD_00044321,MERCH_0032,CUST_001539,2024-05-01,2024-05-01 20:47:28,failed,bnpl_3installments,99.57,99.57,96.98,2.59,3.0,33.19,33.19,,,0.569,False
TXN_00044322,ORD_00044322,MERCH_0028,CUST_004637,2024-06-15,2024-06-15 21:17:27,captured,card,140.72,140.72,134.51,6.21,,,,0.81,,0.38,False
TXN_00044323,ORD_00044323,MERCH_0021,CUST_002980,2024-04-23,2024-04-23 11:07:14,settled,bnpl_3installments,91.39,91.39,88.49,2.9,3.0,30.46,30.46,0.13,18.34,0.409,False
TXN_00044324,ORD_00044324,MERCH_0038,CUST_004031,2024-01-27,2024-01-27 08:37:31,settled,bnpl_3installments,185.18,185.18,181.07,4.11,3.0,61.73,61.73,1.99,44.78,0.425,False
TXN_00044325,ORD_00044325,MERCH_0017,CUST_000080,2024-02-23,2024-02-23 09:05:14,settled,bnpl_4installments,50.0,50.0,48.86,1.14,4.0,12.5,12.5,0.64,22.59,0.257,False
TXN_00044326,ORD_00044326,MERCH_0009,CUST_004170,2024-04-27,2024-04-27 19:06:27,settled,bnpl_4installments,334.5,334.5,322.32,12.18,4.0,83.62,83.62,0.38,28.9,0.553,False
TXN_00044327,ORD_00044327,MERCH_0019,CUST_004901,2024-02-18,2024-02-18 16:51:53,captured,bnpl_4installments,112.64,112.64,110.23,2.41,4.0,28.16,28.16,1.14,,0.324,False
TXN_00044328,ORD_00044328,MERCH_0032,CUST_004021,2024-02-11,2024-02-11 21:21:44,settled,card,50.0,50.0,48.7,1.3,,,,0.45,36.53,0.554,False
TXN_00044329,ORD_00044329,MERCH_0029,CUST_004197,2024-05-01,2024-05-01 17:00:27,settled,bnpl_3installments,819.25,819.25,801.06,18.19,3.0,273.08,273.08,1.02,1.13,0.509,False
TXN_00044330,ORD_00044330,MERCH_0011,CUST_003814,2024-04-11,2024-04-11 09:37:14,settled,bnpl_3installments,50.0,50.0,47.54,2.46,3.0,16.67,16.67,0.63,35.58,0.164,False
TXN_00044331,ORD_00044331,MERCH_0016,CUST_004221,2024-05-13,2024-05-13 20:01:45,settled,card,240.93,240.93,229.44,11.49,,,,1.42,31.07,0.0,False
TXN_00044332,ORD_00044332,MERCH_0027,CUST_004957,2024-06-05,2024-06-05 22:49:49,failed,bnpl_3installments,475.62,475.62,464.11,11.51,3.0,158.54,158.54,,,0.407,False
TXN_00044333,ORD_00044333,MERCH_0010,CUST_001364,2024-04-11,2024-04-11 22:48:09,settled,bnpl_4installments,93.55,93.55,91.16,2.39,4.0,23.39,23.39,0.88,33.18,0.365,False
TXN_00044334,ORD_00044334,MERCH_0001,CUST_004093,2024-02-05,2024-02-05 09:34:12,settled,bnpl_3installments,103.69,103.69,101.23,2.46,3.0,34.56,34.56,0.46,21.19,0.039,False
TXN_00044335,ORD_00044335,MERCH_0022,CUST_003632,2024-01-31,2024-01-31 09:24:33,settled,bnpl_4installments,50.0,50.0,48.6,1.4,4.0,12.5,12.5,0.24,1.98,0.607,False
TXN_00044336,ORD_00044336,MERCH_0004,CUST_004688,2024-03-25,2024-03-25 09:56:03,settled,bnpl_4installments,398.32,398.32,379.48,18.84,4.0,99.58,99.58,0.28,24.51,0.249,False
TXN_00044337,ORD_00044337,MERCH_0011,CUST_002746,2024-04-17,2024-04-17 08:48:50,failed,bnpl_4installments,78.59,78.59,74.73,3.86,4.0,19.65,19.65,,,0.589,False
TXN_00044338,ORD_00044338,MERCH_0001,CUST_000745,2024-04-01,2024-04-01 16:09:40,settled,bnpl_4installments,50.88,50.88,49.67,1.21,4.0,12.72,12.72,0.35,26.86,0.0,False
TXN_00044339,ORD_00044339,MERCH_0033,CUST_001602,2024-05-18,2024-05-18 20:40:16,settled,bnpl_4installments,261.4,261.4,256.12,5.28,4.0,65.35,65.35,1.42,4.76,0.375,False
TXN_00044340,ORD_00044340,MERCH_0032,CUST_003412,2024-03-11,2024-03-11 09:29:04,settled,bnpl_3installments,50.0,50.0,48.7,1.3,3.0,16.67,16.67,1.84,13.45,0.12,False
TXN_00044341,ORD_00044341,MERCH_0018,CUST_004428,2024-01-30,2024-01-30 08:08:57,settled,bnpl_3installments,250.44,250.44,243.95,6.49,3.0,83.48,83.48,1.47,20.34,0.0,False
TXN_00044342,ORD_00044342,MERCH_0010,CUST_002726,2024-05-24,2024-05-24 15:25:12,settled,bnpl_4installments,429.95,429.95,418.99,10.96,4.0,107.49,107.49,0.79,47.51,0.529,False
TXN_00044343,ORD_00044343,MERCH_0024,CUST_004006,2024-04-23,2024-04-23 18:18:07,settled,card,76.17,76.17,73.83,2.34,,,,0.4,27.39,0.16,False
TXN_00044344,ORD_00044344,MERCH_0015,CUST_001375,2024-03-31,2024-03-31 10:01:53,settled,card,303.76,303.76,292.25,11.51,,,,0.27,28.41,0.239,False
TXN_00044345,ORD_00044345,MERCH_0021,CUST_002436,2024-03-07,2024-03-07 10:25:08,settled,bnpl_4installments,754.15,754.15,730.24,23.91,4.0,188.54,188.54,0.49,11.3,0.636,False
TXN_00044346,ORD_00044346,MERCH_0032,CUST_000007,2024-02-06,2024-02-06 10:36:53,settled,bnpl_4installments,202.41,202.41,197.15,5.26,4.0,50.6,50.6,1.87,14.11,0.611,False
TXN_00044347,ORD_00044347,MERCH_0030,CUST_002141,2024-05-05,2024-05-05 21:59:34,settled,card,189.08,189.08,179.7,9.38,,,,0.94,41.16,0.249,False
TXN_00044348,ORD_00044348,MERCH_0016,CUST_004510,2024-05-05,2024-05-05 15:53:08,settled,bnpl_4installments,768.58,768.58,731.92,36.66,4.0,192.15,192.15,1.06,15.72,0.63,False
TXN_00044349,ORD_00044349,MERCH_0006,CUST_000493,2024-04-01,2024-04-01 19:00:22,settled,bnpl_4installments,345.52,345.52,331.73,13.79,4.0,86.38,86.38,0.92,19.46,0.427,False
TXN_00044350,ORD_00044350,MERCH_0018,CUST_001778,2024-04-30,2024-04-30 21:32:25,settled,bnpl_4installments,1728.9,1728.9,1684.12,44.78,4.0,432.23,432.23,1.05,40.0,0.336,False
TXN_00044351,ORD_00044351,MERCH_0038,CUST_002509,2024-02-12,2024-02-12 18:54:28,settled,bnpl_3installments,56.61,56.61,55.35,1.26,3.0,18.87,18.87,0.3,41.13,0.431,False
TXN_00044352,ORD_00044352,MERCH_0022,CUST_001695,2024-04-02,2024-04-02 12:29:51,captured,bnpl_3installments,206.36,206.36,200.56,5.8,3.0,68.79,68.79,1.98,,0.503,False
TXN_00044353,ORD_00044353,MERCH_0035,CUST_000955,2024-06-13,2024-06-13 20:13:37,failed,bnpl_4installments,340.46,340.46,326.43,14.03,4.0,85.11,85.11,,,0.067,False
TXN_00044354,ORD_00044354,MERCH_0016,CUST_000861,2024-04-02,2024-04-02 15:56:07,captured,bnpl_3installments,238.19,238.19,226.83,11.36,3.0,79.4,79.4,1.75,,0.053,False
TXN_00044355,ORD_00044355,MERCH_0038,CUST_004092,2024-04-04,2024-04-04 08:05:49,settled,bnpl_4installments,50.0,50.0,48.89,1.11,4.0,12.5,12.5,1.56,8.95,0.624,True
TXN_00044356,ORD_00044356,MERCH_0030,CUST_001641,2024-03-13,2024-03-13 13:22:33,captured,bnpl_4installments,172.71,172.71,164.14,8.57,4.0,43.18,43.18,0.36,,0.267,False
TXN_00044357,ORD_00044357,MERCH_0018,CUST_002994,2024-06-28,2024-06-28 14:02:22,refunded,bnpl_4installments,164.78,164.78,160.51,4.27,4.0,41.2,41.2,,,0.457,False
TXN_00044358,ORD_00044358,MERCH_0020,CUST_002168,2024-04-09,2024-04-09 16:11:34,settled,bnpl_4installments,50.0,50.0,48.51,1.49,4.0,12.5,12.5,0.62,3.97,0.547,False
TXN_00044359,ORD_00044359,MERCH_0034,CUST_004143,2024-01-24,2024-01-24 10:43:49,settled,bnpl_3installments,50.69,50.69,48.43,2.26,3.0,16.9,16.9,0.65,45.6,0.402,False
TXN_00044360,ORD_00044360,MERCH_0016,CUST_002531,2024-03-11,2024-03-11 14:54:26,failed,bnpl_4installments,63.95,63.95,60.9,3.05,4.0,15.99,15.99,,,0.357,False
TXN_00044361,ORD_00044361,MERCH_0007,CUST_003417,2024-03-01,2024-03-01 11:30:39,settled,bnpl_4installments,116.42,116.42,113.0,3.42,4.0,29.11,29.11,0.42,19.45,0.23,False
TXN_00044362,ORD_00044362,MERCH_0005,CUST_002260,2024-03-28,2024-03-28 16:52:53,settled,bnpl_3installments,93.45,93.45,90.85,2.6,3.0,31.15,31.15,0.75,47.46,0.252,False
TXN_00044363,ORD_00044363,MERCH_0015,CUST_002671,2024-03-10,2024-03-10 10:55:54,settled,bnpl_3installments,515.27,515.27,495.74,19.53,3.0,171.76,171.76,1.39,10.49,0.181,False
TXN_00044364,ORD_00044364,MERCH_0008,CUST_003332,2024-03-28,2024-03-28 20:40:55,settled,bnpl_3installments,120.4,120.4,116.11,4.29,3.0,40.13,40.13,0.78,34.63,0.0,False
TXN_00044365,ORD_00044365,MERCH_0014,CUST_002653,2024-06-15,2024-06-15 19:04:37,settled,bnpl_4installments,163.71,163.71,156.05,7.66,4.0,40.93,40.93,0.2,39.57,0.153,False
TXN_00044366,ORD_00044366,MERCH_0037,CUST_001717,2024-02-03,2024-02-03 12:08:33,settled,bnpl_4installments,50.0,50.0,47.85,2.15,4.0,12.5,12.5,1.88,7.5,0.345,False
TXN_00044367,ORD_00044367,MERCH_0032,CUST_001466,2024-05-09,2024-05-09 08:59:00,settled,card,158.4,158.4,154.28,4.12,,,,0.2,1.94,0.122,False
TXN_00044368,ORD_00044368,MERCH_0036,CUST_003141,2024-04-22,2024-04-22 09:30:36,authorized,card,253.63,253.63,243.0,10.63,,,,,,0.342,False
TXN_00044369,ORD_00044369,MERCH_0028,CUST_003917,2024-02-05,2024-02-05 11:59:31,settled,bnpl_4installments,430.97,430.97,411.96,19.01,4.0,107.74,107.74,0.7,27.67,0.261,False
TXN_00044370,ORD_00044370,MERCH_0001,CUST_004265,2024-03-12,2024-03-12 21:52:11,settled,bnpl_3installments,125.82,125.82,122.84,2.98,3.0,41.94,41.94,1.21,27.42,0.359,False
TXN_00044371,ORD_00044371,MERCH_0004,CUST_001144,2024-05-07,2024-05-07 19:14:40,settled,bnpl_4installments,90.62,90.62,86.33,4.29,4.0,22.66,22.66,0.11,13.41,0.429,False
TXN_00044372,ORD_00044372,MERCH_0016,CUST_003029,2024-06-17,2024-06-17 22:18:16,settled,bnpl_3installments,50.0,50.0,47.62,2.38,3.0,16.67,16.67,1.74,29.07,0.371,False
TXN_00044373,ORD_00044373,MERCH_0031,CUST_002844,2024-04-20,2024-04-20 09:25:33,settled,bnpl_4installments,50.0,50.0,47.84,2.16,4.0,12.5,12.5,1.19,14.28,0.226,False
TXN_00044374,ORD_00044374,MERCH_0036,CUST_000875,2024-06-07,2024-06-07 17:24:44,settled,bnpl_4installments,484.09,484.09,463.81,20.28,4.0,121.02,121.02,0.33,18.87,0.466,False
TXN_00044375,ORD_00044375,MERCH_0023,CUST_004435,2024-03-02,2024-03-02 21:28:14,settled,bnpl_4installments,231.56,231.56,221.16,10.4,4.0,57.89,57.89,1.21,28.86,0.047,False
TXN_00044376,ORD_00044376,MERCH_0024,CUST_002952,2024-05-08,2024-05-08 21:52:01,authorized,bnpl_4installments,343.98,343.98,333.42,10.56,4.0,86.0,86.0,,,0.291,False
TXN_00044377,ORD_00044377,MERCH_0016,CUST_002758,2024-03-09,2024-03-09 20:40:23,settled,card,106.92,106.92,101.82,5.1,,,,1.92,2.67,0.0,False
TXN_00044378,ORD_00044378,MERCH_0007,CUST_001479,2024-02-29,2024-02-29 12:17:17,failed,bnpl_4installments,50.42,50.42,48.94,1.48,4.0,12.61,12.61,,,0.495,False
TXN_00044379,ORD_00044379,MERCH_0039,CUST_000157,2024-05-14,2024-05-14 10:41:41,authorized,bnpl_3installments,70.51,70.51,68.34,2.17,3.0,23.5,23.5,,,0.091,False
TXN_00044380,ORD_00044380,MERCH_0014,CUST_002696,2024-03-30,2024-03-30 14:00:16,settled,card,50.0,50.0,47.66,2.34,,,,0.76,2.85,0.31,False
